SID,Lobe,Fractal_Dimension,Linear_Fit,R_Squared,FD_@_1st_Root,FD_@_2nd_Root,FD_@_Positive_Residuals
276_pect_phfirst_083017,left,2.3736,y = -2.3736x + 14.1211,0.9984521728818859,2.5802,2.1654,2.4313
276_pect_phfirst_083017,right,2.4090,y = -2.4090x + 14.4170,0.9980683703652488,2.6834,2.1829,2.4177
276_pect_phfirst_083017,whole,2.3937,y = -2.3937x + 14.9738,0.9982134207492293,2.6599,2.1814,2.4013
277_pect_phfirst_020617,left,2.3868,y = -2.3868x + 14.0641,0.9985951594879326,2.5547,2.1876,2.4406
277_pect_phfirst_020617,right,2.4162,y = -2.4162x + 14.3420,0.9980986470428724,2.6631,2.1973,2.4192
277_pect_phfirst_020617,whole,2.3996,y = -2.3996x + 14.9007,0.9983967609520746,2.5917,2.1891,2.4589
278_pect_phfirst_051916,left,2.4158,y = -2.4158x + 14.3839,0.9984475982988492,2.6421,2.1993,2.4336
278_pect_phfirst_051916,right,2.4576,y = -2.4576x + 14.6776,0.9980603218850089,2.6711,2.2032,2.4786
278_pect_phfirst_051916,whole,2.4374,y = -2.4374x + 15.2315,0.9982696425487467,2.6360,2.2032,2.4575
280_pect_phfirst_061416,left,2.4467,y = -2.4467x + 13.9770,0.9989538476953783,2.6647,2.2541,2.4565
280_pect_phfirst_061416,right,2.4504,y = -2.4504x + 14.1571,0.9987968361797545,2.5969,2.2520,2.4532
280_pect_phfirst_061416,whole,2.4473,y = -2.4473x + 14.7621,0.9988992327509323,2.6128,2.2522,2.4557
282_pect_phfirst_062413,left,2.3642,y = -2.3642x + 14.3881,0.9984288971445173,2.5944,2.1688,2.3918
282_pect_phfirst_062413,right,2.3909,y = -2.3909x + 14.6614,0.9979964159885742,2.6566,2.1687,2.4294
282_pect_phfirst_062413,whole,2.3778,y = -2.3778x + 15.2247,0.998206104003403,2.6257,2.1680,2.4104
283_pect_phfirst_092616,left,2.4407,y = -2.4407x + 13.6618,0.9997998428221838,2.5451,2.3582,2.4479
283_pect_phfirst_092616,right,2.4523,y = -2.4523x + 14.0827,0.9991950097569166,2.6120,2.2970,2.4679
283_pect_phfirst_092616,whole,2.4452,y = -2.4452x + 14.5832,0.9995109648497187,2.5649,2.3221,2.4509
286_pect_phfirst_111016,left,2.3457,y = -2.3457x + 13.9402,0.9991990982184931,2.4977,2.2105,2.3670
286_pect_phfirst_111016,right,2.3581,y = -2.3581x + 14.2627,0.9986196579529056,2.5764,2.1845,2.3690
286_pect_phfirst_111016,whole,2.3522,y = -2.3522x + 14.8067,0.9988884614573653,2.5432,2.1952,2.3617
289_pect_phfirst_050915,left,2.3432,y = -2.3432x + 13.7361,0.9990390371057734,2.5113,2.1831,2.3747
289_pect_phfirst_050915,right,2.3391,y = -2.3391x + 13.9474,0.9991802372388345,2.5044,2.1989,2.3501
289_pect_phfirst_050915,whole,2.3405,y = -2.3405x + 14.5392,0.9991137868743608,2.5658,2.1919,2.3703
292_pect_phfirst_020317,left,2.4343,y = -2.4343x + 13.9569,0.999464100694477,2.4972,2.3100,2.4383
292_pect_phfirst_020317,right,2.4200,y = -2.4200x + 14.0970,0.9991890628849306,2.5644,2.2706,2.4591
292_pect_phfirst_020317,whole,2.4259,y = -2.4259x + 14.7213,0.9993657013951083,2.5637,2.2906,2.4599
294_pect_phfirst_082713,left,2.2970,y = -2.2970x + 13.8144,0.9985118363359394,2.4485,2.1083,2.3252
294_pect_phfirst_082713,right,2.3277,y = -2.3277x + 14.1731,0.9978819864079428,2.5893,2.1129,2.3704
294_pect_phfirst_082713,whole,2.3141,y = -2.3141x + 14.7026,0.9981917870005087,2.5079,2.1117,2.3581
296_pect_phfirst_100616,left,2.3677,y = -2.3677x + 14.1726,0.998311575112504,2.5494,2.1712,2.4006
296_pect_phfirst_100616,right,2.3754,y = -2.3754x + 14.4230,0.9979978527800316,2.5976,2.1499,2.4203
296_pect_phfirst_100616,whole,2.3708,y = -2.3708x + 14.9972,0.9981971652015627,2.6006,2.1588,2.4115
297_pect_phfirst_052115,left,2.4558,y = -2.4558x + 14.2876,0.9990140516481458,2.6481,2.2873,2.4695
297_pect_phfirst_052115,right,2.4317,y = -2.4317x + 14.4467,0.9986918466220632,2.5885,2.2426,2.4737
297_pect_phfirst_052115,whole,2.4414,y = -2.4414x + 15.0619,0.9988853501988535,2.6099,2.2686,2.4487
298_pect_phfirst_062016,left,2.3243,y = -2.3243x + 14.0932,0.9984017570560351,2.6085,2.1406,2.3534
298_pect_phfirst_062016,right,2.3400,y = -2.3400x + 14.0936,0.9983870007500376,2.5610,2.1461,2.3595
298_pect_phfirst_062016,whole,2.3315,y = -2.3315x + 14.7857,0.9983919435686237,2.5852,2.1456,2.3624
299_pect_phfirst_020817,left,2.3893,y = -2.3893x + 13.9876,0.9995178701509249,2.5490,2.2707,2.4099
299_pect_phfirst_020817,right,2.4192,y = -2.4192x + 14.2775,0.9994472103333834,2.6366,2.2902,2.4382
299_pect_phfirst_020817,whole,2.4058,y = -2.4058x + 14.8358,0.9994803426465789,2.5794,2.2828,2.4252
300_pect_phfirst_091415,right,2.4414,y = -2.4414x + 14.2135,0.9993538919691218,2.6354,2.3022,2.4597
300_pect_phfirst_091415,whole,2.4284,y = -2.4284x + 14.9221,0.9994157279205479,2.5283,2.2971,2.4579
301_pect_phfirst_090816,left,2.4288,y = -2.4288x + 14.7797,0.9978006720120217,2.6463,2.1875,2.4393
301_pect_phfirst_090816,right,2.4238,y = -2.4238x + 14.8628,0.9976286187140403,2.6810,2.1674,2.4889
301_pect_phfirst_090816,whole,2.4255,y = -2.4255x + 15.5141,0.9977239728153607,2.6764,2.1835,2.4334
306_pect_phfirst_081116,left,2.3599,y = -2.3599x + 14.3200,0.9979647526658889,2.5755,2.1371,2.4063
306_pect_phfirst_081116,right,2.4035,y = -2.4035x + 14.6445,0.9975108668099396,2.6647,2.1514,2.4070
306_pect_phfirst_081116,whole,2.3841,y = -2.3841x + 15.1873,0.9977521708972341,2.6136,2.1455,2.4390
307_pect_phfirst_010516,left,2.3932,y = -2.3932x + 13.9893,0.9988872679425219,2.5840,2.2061,2.3976
307_pect_phfirst_010516,right,2.4620,y = -2.4620x + 14.3186,0.9983343193374539,2.6657,2.2247,2.4677
307_pect_phfirst_010516,whole,2.4265,y = -2.4265x + 14.8520,0.9986984353269005,2.5884,2.2175,2.4357
308_pect_phfirst_052215,left,2.3675,y = -2.3675x + 14.0708,0.9996644963979987,2.5555,2.2814,2.3713
308_pect_phfirst_052215,right,2.4044,y = -2.4044x + 14.1150,0.9993085086594612,2.5605,2.2649,2.4373
308_pect_phfirst_052215,whole,2.3861,y = -2.3861x + 14.7865,0.9995098629773059,2.5304,2.2709,2.3913
312_pect_phfirst_071717,left,2.4594,y = -2.4594x + 14.1624,0.9993856182337719,2.6094,2.3159,2.4779
312_pect_phfirst_071717,right,2.4162,y = -2.4162x + 14.0291,0.9993608733005528,2.6284,2.2806,2.4407
312_pect_phfirst_071717,whole,2.4352,y = -2.4352x + 14.7859,0.9994126956330303,2.5599,2.3018,2.4504
316_pect_phfirst_032717,left,2.3960,y = -2.3960x + 13.7590,0.9996180410523434,2.5580,2.2811,2.3957
316_pect_phfirst_032717,right,2.4209,y = -2.4209x + 14.0836,0.9991299594431887,2.6024,2.2551,2.4241
316_pect_phfirst_032717,whole,2.4088,y = -2.4088x + 14.6256,0.9993857074281575,2.5477,2.2665,2.4206
317_pect_phfirst_111717,left,2.3592,y = -2.3592x + 13.9286,0.9995561232943885,2.4889,2.2499,2.3752
317_pect_phfirst_111717,right,2.3633,y = -2.3633x + 14.1415,0.9989173264504084,2.6289,2.2026,2.3921
317_pect_phfirst_111717,whole,2.3610,y = -2.3610x + 14.7333,0.9992710586105379,2.5222,2.2260,2.3737
318_pect_phfirst_061917,left,2.3625,y = -2.3625x + 14.4272,0.9991422284722711,2.5339,2.2164,2.3868
318_pect_phfirst_061917,right,2.4170,y = -2.4170x + 14.7546,0.9987985728550913,2.6538,2.2460,2.4508
318_pect_phfirst_061917,whole,2.3926,y = -2.3926x + 15.2961,0.9989660153859621,2.5931,2.2358,2.4037
319_pect_phfirst_010318,left,2.4596,y = -2.4596x + 14.3757,0.9986958602580247,2.6435,2.2390,2.4726
319_pect_phfirst_010318,right,2.4645,y = -2.4645x + 14.5185,0.9985366303471225,2.6539,2.2382,2.4903
319_pect_phfirst_010318,whole,2.4620,y = -2.4620x + 15.1430,0.9986110027247442,2.6552,2.2370,2.4903
320_pect_phfirst_120817,right,2.3762,y = -2.3762x + 14.1523,0.9986434674630735,2.5076,2.1948,2.4260
320_pect_phfirst_120817,whole,2.3641,y = -2.3641x + 14.5141,0.9990982708788202,2.5044,2.2101,2.3824
321_pect_phfirst_011818,left,2.3894,y = -2.3894x + 14.3911,0.9980547715957788,2.6309,2.1696,2.4267
321_pect_phfirst_011818,right,2.4241,y = -2.4241x + 14.5397,0.9982579453223049,2.6186,2.2110,2.4770
321_pect_phfirst_011818,whole,2.4052,y = -2.4052x + 15.1566,0.9982293687352433,2.6372,2.1910,2.4513
322_pect_phfirst_022417,left,2.3810,y = -2.3810x + 14.1523,0.9992438119559403,2.5740,2.2386,2.4024
322_pect_phfirst_022417,right,2.4114,y = -2.4114x + 14.4478,0.9989515477753479,2.5871,2.2394,2.4486
322_pect_phfirst_022417,whole,2.3997,y = -2.3997x + 15.0061,0.9990758309742324,2.5593,2.2397,2.4288
323_pect_phfirst_102317,left,2.4661,y = -2.4661x + 14.0568,0.9994263959158564,2.5884,2.3143,2.4913
323_pect_phfirst_102317,right,2.4607,y = -2.4607x + 14.2689,0.9992164064690178,2.6103,2.2939,2.4742
323_pect_phfirst_102317,whole,2.4617,y = -2.4617x + 14.8596,0.9993237537958484,2.6033,2.3037,2.4747
324_pect_phfirst_040118,left,2.4346,y = -2.4346x + 14.1687,0.9993828285627033,2.5789,2.2994,2.4347
324_pect_phfirst_040118,right,2.4060,y = -2.4060x + 14.3902,0.999064078604574,2.5850,2.2432,2.4482
324_pect_phfirst_040118,whole,2.4178,y = -2.4178x + 14.9776,0.9992206525763785,2.5595,2.2672,2.4539
325_pect_phfirst_020818,left,2.3817,y = -2.3817x + 14.2938,0.9992647122991157,2.5464,2.2579,2.3953
325_pect_phfirst_020818,right,2.3846,y = -2.3846x + 14.8387,0.9989847382740739,2.5986,2.2408,2.4137
328_pect_phfirst_100617,left,2.5146,y = -2.5146x + 14.6035,0.9995007241698463,2.6308,2.3826,2.5294
328_pect_phfirst_100617,right,2.5150,y = -2.5150x + 14.8514,0.9994650781418577,2.6496,2.3838,2.5140
328_pect_phfirst_100617,whole,2.5141,y = -2.5141x + 15.4272,0.9994932430367673,2.6381,2.3827,2.5176
332_pect_phfirst_110115,left,2.2782,y = -2.2782x + 12.5678,0.9991317103707263,2.4199,2.1302,2.2745
332_pect_phfirst_110115,right,2.2624,y = -2.2624x + 12.8713,0.9990171673142662,2.4918,2.1089,2.2850
332_pect_phfirst_110115,whole,2.2738,y = -2.2738x + 13.4315,0.9989702438029188,2.4591,2.1279,2.3008
335_pect_phfirst_012318,left,2.4360,y = -2.4360x + 14.1876,0.999435856765511,2.5552,2.3035,2.4393
335_pect_phfirst_012318,right,2.4426,y = -2.4426x + 14.5483,0.9989671698469297,2.6362,2.2751,2.4773
335_pect_phfirst_012318,whole,2.4406,y = -2.4406x + 15.0788,0.999178406982899,2.6029,2.2856,2.4798
336_pect_phfirst_050117,left,2.2236,y = -2.2236x + 12.6109,0.998131497145828,2.3671,2.0036,2.2879
336_pect_phfirst_050117,right,2.3061,y = -2.3061x + 13.1845,0.9970980083288993,2.5051,2.0376,2.3194
336_pect_phfirst_050117,whole,2.2749,y = -2.2749x + 13.6310,0.9975304935521734,2.4734,2.0267,2.2896
339_pect_phfirst_010518,left,2.3973,y = -2.3973x + 14.0433,0.9994087261071718,2.5452,2.2589,2.4185
339_pect_phfirst_010518,right,2.4086,y = -2.4086x + 14.4078,0.9990413398899296,2.6059,2.2475,2.4390
339_pect_phfirst_010518,whole,2.4035,y = -2.4035x + 14.9350,0.9992169658266953,2.5768,2.2549,2.4367
340_pect_phfirst_111617,left,2.2831,y = -2.2831x + 14.2386,0.9984986298397551,2.5453,2.1140,2.2969
340_pect_phfirst_111617,right,2.2839,y = -2.2839x + 14.4284,0.9987564131448582,2.5351,2.1298,2.2986
340_pect_phfirst_111617,whole,2.2831,y = -2.2831x + 15.0303,0.9986448245310772,2.5317,2.1249,2.2985
342_pect_phfirst_011618,left,2.3155,y = -2.3155x + 13.0110,0.9986110701049519,2.4574,2.1163,2.3198
342_pect_phfirst_011618,whole,2.3039,y = -2.3039x + 13.4786,0.9988696776257637,2.4331,2.1216,2.3129
344_pect_phfirst_041118,left,2.4263,y = -2.4263x + 13.9636,0.999121991351792,2.5739,2.2778,2.4311
344_pect_phfirst_041118,whole,2.3990,y = -2.3990x + 14.4555,0.9995119050421158,2.5338,2.2916,2.4019
345_pect_phfirst_071918,left,2.3686,y = -2.3686x + 13.7522,0.9989221379531917,2.5327,2.2024,2.4107
345_pect_phfirst_071918,right,2.3609,y = -2.3609x + 13.8571,0.9993380111224397,2.5045,2.2327,2.3990
345_pect_phfirst_071918,whole,2.3614,y = -2.3614x + 14.4932,0.999249545631964,2.4901,2.2215,2.3956
347_pect_phfirst_041417,left,2.3084,y = -2.3084x + 13.7174,0.9988861046278298,2.5698,2.1428,2.3240
347_pect_phfirst_041417,right,2.3267,y = -2.3267x + 14.1100,0.9982303710163435,2.6272,2.1319,2.3614
347_pect_phfirst_041417,whole,2.3154,y = -2.3154x + 14.6207,0.9986142605231251,2.5406,2.1356,2.3371
348_pect_phfirst_061218,right,2.5617,y = -2.5617x + 15.0834,0.9998100576567831,2.6560,2.4843,2.5680
348_pect_phfirst_061218,whole,2.5585,y = -2.5585x + 15.6325,0.9998692191571744,2.6256,2.4924,2.5677
349_pect_phfirst_030218,left,2.4317,y = -2.4317x + 14.1392,0.9995041214945954,2.5485,2.3042,2.4741
349_pect_phfirst_030218,right,2.4400,y = -2.4400x + 14.4998,0.9992153009725859,2.6281,2.2990,2.4629
349_pect_phfirst_030218,whole,2.4356,y = -2.4356x + 15.0275,0.9993674973523614,2.5815,2.2995,2.4670
352_pect_phfirst_031318,left,2.4518,y = -2.4518x + 14.7676,0.9990270987684022,2.6077,2.2913,2.4380
352_pect_phfirst_031318,right,2.3588,y = -2.3588x + 14.2153,0.9992533837384611,2.5227,2.2240,2.3858
352_pect_phfirst_031318,whole,2.4119,y = -2.4119x + 15.2168,0.9991317447293812,2.5783,2.2654,2.4433
353_pect_phfirst_042513,left,2.3327,y = -2.3327x + 13.7292,0.9976053431017361,2.6315,2.0968,2.3892
353_pect_phfirst_042513,right,2.3497,y = -2.3497x + 13.9481,0.9969955650576215,2.6582,2.0760,2.3569
353_pect_phfirst_042513,whole,2.3395,y = -2.3395x + 14.5344,0.9973173942761253,2.6216,2.0863,2.3432
362_pect_phfirst_082318,left,2.2889,y = -2.2889x + 13.9208,0.9973352456136406,2.5379,2.0452,2.3344
362_pect_phfirst_082318,right,2.2982,y = -2.2982x + 14.1140,0.9962538919851665,2.6474,2.0096,2.3472
362_pect_phfirst_082318,whole,2.2945,y = -2.2945x + 14.7167,0.9967511085090344,2.5830,2.0260,2.3426
363_pect_phfirst_042018,left,2.4583,y = -2.4583x + 14.1237,0.9997473904400476,2.5409,2.3671,2.4720
363_pect_phfirst_042018,right,2.4891,y = -2.4891x + 14.4165,0.9995483565405882,2.6065,2.3605,2.5003
363_pect_phfirst_042018,whole,2.4755,y = -2.4755x + 14.9736,0.9996562849809015,2.5341,2.3629,2.4859
364_pect_phfirst_031618,left,2.4323,y = -2.4323x + 13.9708,0.9993993077057465,2.5818,2.2929,2.4408
364_pect_phfirst_031618,right,2.4359,y = -2.4359x + 14.2557,0.9989731694493563,2.5831,2.2667,2.4428
364_pect_phfirst_031618,whole,2.4332,y = -2.4332x + 14.8150,0.9991846833033912,2.5935,2.2788,2.4430
365_pect_phfirst_020617,left,2.3219,y = -2.3219x + 13.4048,0.9975668243275156,2.5972,2.0545,2.3247
365_pect_phfirst_020617,right,2.3337,y = -2.3337x + 13.6917,0.9969590550485089,2.6033,2.0605,2.3440
365_pect_phfirst_020617,whole,2.3271,y = -2.3271x + 14.2497,0.9972682298788006,2.5563,2.0578,2.3436
366_pect_phfirst_033018,left,2.3504,y = -2.3504x + 13.9230,0.9992533363476451,2.5523,2.2160,2.3537
366_pect_phfirst_033018,right,2.3535,y = -2.3535x + 14.2642,0.9991757926936532,2.5244,2.2154,2.3749
366_pect_phfirst_033018,whole,2.3509,y = -2.3509x + 14.7994,0.9992235915830197,2.5300,2.2159,2.3731
367_pect_phfirst_040718,left,2.3114,y = -2.3114x + 13.0545,0.9979507120297169,2.5859,2.0681,2.3065
367_pect_phfirst_040718,right,2.3531,y = -2.3531x + 13.1868,0.9981382962261035,2.5668,2.1136,2.3780
367_pect_phfirst_040718,whole,2.3281,y = -2.3281x + 13.8087,0.9981747807824307,2.5386,2.0922,2.3531
368_pect_phfirst_060618,left,2.3763,y = -2.3763x + 13.6317,0.9989213305469005,2.5784,2.1967,2.3770
368_pect_phfirst_060618,right,2.3548,y = -2.3548x + 13.7985,0.9984915924425575,2.5215,2.1615,2.3434
368_pect_phfirst_060618,whole,2.3654,y = -2.3654x + 14.4129,0.9986841240425127,2.5527,2.1752,2.3577
371_pect_phfirst_081818,left,2.3667,y = -2.3667x + 14.3072,0.9993950880454329,2.5006,2.2410,2.3970
371_pect_phfirst_081818,right,2.3749,y = -2.3749x + 14.4380,0.9993199525598362,2.5195,2.2459,2.3998
371_pect_phfirst_081818,whole,2.3711,y = -2.3711x + 15.0680,0.9993522805513052,2.4954,2.2429,2.3999
375_pect_phfirst_080314,left,2.2199,y = -2.2199x + 14.5907,0.9982030007032814,2.4848,2.0573,2.2151
375_pect_phfirst_080314,right,2.2819,y = -2.2819x + 14.9261,0.9972691786813425,2.6522,2.0641,2.2983
375_pect_phfirst_080314,whole,2.2537,y = -2.2537x + 15.4631,0.9976858417632144,2.5674,2.0616,2.2596
376_pect_phfirst_031816,left,2.3637,y = -2.3637x + 14.7687,0.9988666464222306,2.5746,2.2095,2.3635
376_pect_phfirst_031816,right,2.4308,y = -2.4308x + 14.8614,0.9995482099357593,2.5492,2.3257,2.4503
376_pect_phfirst_031816,whole,2.3945,y = -2.3945x + 15.5043,0.9993054742003996,2.5474,2.2665,2.4002
377_pect_phfirst_112311,left,2.3102,y = -2.3102x + 14.0765,0.9989506088463987,2.4852,2.1644,2.3312
377_pect_phfirst_112311,right,2.3493,y = -2.3493x + 14.1904,0.9992881221891248,2.4476,2.2119,2.3870
377_pect_phfirst_112311,whole,2.3324,y = -2.3324x + 14.8310,0.9991209907100381,2.4594,2.1926,2.3626
378_pect_phfirst_081715,left,2.2628,y = -2.2628x + 13.4093,0.998443292947684,2.5289,2.0832,2.2792
378_pect_phfirst_081715,right,2.1896,y = -2.1896x + 13.4271,0.9983420591028588,2.4292,2.0251,2.1936
378_pect_phfirst_081715,whole,2.2217,y = -2.2217x + 14.1067,0.9983496764752584,2.4913,2.0554,2.2333
379_pect_phfirst_010113,left,2.3490,y = -2.3490x + 13.3292,0.9985906244656193,2.5804,2.1557,2.3604
379_pect_phfirst_010113,right,2.3341,y = -2.3341x + 13.4706,0.9982641535071699,2.4516,2.1322,2.3370
379_pect_phfirst_010113,whole,2.3402,y = -2.3402x + 14.0943,0.9984415927302644,2.5036,2.1417,2.3474
380_pect_phfirst_043016,left,2.2725,y = -2.2725x + 14.3906,0.9984922435680066,2.5535,2.1071,2.2845
380_pect_phfirst_043016,right,2.2973,y = -2.2973x + 14.6952,0.9982129701897932,2.6171,2.1156,2.3122
380_pect_phfirst_043016,whole,2.2885,y = -2.2885x + 15.2514,0.9982799190276632,2.5753,2.1107,2.3014
381_pect_phfirst_020713,left,2.3358,y = -2.3358x + 13.5107,0.9981145015342917,2.5568,2.0910,2.3487
381_pect_phfirst_020713,right,2.3914,y = -2.3914x + 13.8929,0.9974940499763575,2.6017,2.1053,2.4031
381_pect_phfirst_020713,whole,2.3638,y = -2.3638x + 14.4061,0.9978704968255043,2.5657,2.0984,2.3789
382_pect_phfirst_032517,left,2.3334,y = -2.3334x + 14.3499,0.9983303072637668,2.6218,2.1441,2.3731
382_pect_phfirst_032517,right,2.3606,y = -2.3606x + 14.5073,0.9980394055519006,2.6103,2.1475,2.4100
382_pect_phfirst_032517,whole,2.3477,y = -2.3477x + 15.1252,0.9981505343814779,2.6185,2.1433,2.3943
383_pect_phfirst_102514,left,2.4051,y = -2.4051x + 14.6654,0.999396519932837,2.5991,2.2894,2.4215
383_pect_phfirst_102514,right,2.4230,y = -2.4230x + 14.8714,0.999285899752873,2.6103,2.2926,2.4475
383_pect_phfirst_102514,whole,2.4132,y = -2.4132x + 15.4646,0.9993609420057646,2.6120,2.2893,2.4365
384_pect_phfirst_102914,left,2.4052,y = -2.4052x + 14.3456,0.9991499047487268,2.5640,2.2624,2.4312
384_pect_phfirst_102914,right,2.4214,y = -2.4214x + 14.5819,0.9989902243177354,2.6129,2.2655,2.4500
384_pect_phfirst_102914,whole,2.4145,y = -2.4145x + 15.1650,0.9990593057723094,2.5655,2.2653,2.4457
385_pect_phfirst_040317,left,2.3344,y = -2.3344x + 13.1514,0.9976383180418931,2.5869,2.0491,2.3607
385_pect_phfirst_040317,right,2.2982,y = -2.2982x + 13.1049,0.9973736445890117,2.4876,2.0219,2.3251
385_pect_phfirst_040317,whole,2.3207,y = -2.3207x + 13.8284,0.9973810142685821,2.5394,2.0354,2.3523
386_pect_phfirst_080817,left,2.2798,y = -2.2798x + 13.6979,0.9967586128872442,2.5446,2.0164,2.3301
386_pect_phfirst_080817,right,2.2360,y = -2.2360x + 13.7753,0.9961147411515875,2.6185,1.9621,2.2895
386_pect_phfirst_080817,whole,2.2552,y = -2.2552x + 14.4286,0.9964058770653081,2.5560,1.9840,2.2957
387_pect_phfirst_090117,left,2.3022,y = -2.3022x + 13.7594,0.9972902819962828,2.5683,2.0514,2.3747
387_pect_phfirst_090117,right,2.2874,y = -2.2874x + 13.7603,0.9975047499474972,2.6063,2.0534,2.3059
387_pect_phfirst_090117,whole,2.2929,y = -2.2929x + 14.4500,0.9974954630141736,2.5049,2.0524,2.3525
388_pect_phfirst_080516,left,2.2801,y = -2.2801x + 12.5652,0.9993078698533023,2.5578,2.1421,2.2704
388_pect_phfirst_080516,right,2.3275,y = -2.3275x + 12.9582,0.9983476327345834,2.4746,2.1176,2.3780
388_pect_phfirst_080516,whole,2.2986,y = -2.2986x + 13.4582,0.9990036694910033,2.4184,2.1435,2.2968
